Date,City,Time of Day,Temperature (F),Precipitation Inches,Humidity Percentage,Wind Speed MPH,Weather Condition
4/27/2023 6:33:07 PM,Philadelphia,Evening,53.9,1.42,15,5.9,Windy
4/28/2023 6:33:07 PM,Philadelphia,Evening,93.6,0.31,13,1.8,Sunny
4/29/2023 6:33:07 PM,Philadelphia,Evening,93.8,1.46,78,3.4,Sunny
4/30/2023 6:33:07 PM,Philadelphia,Evening,70.3,0.92,23,1.1,Rainy
5/1/2023 6:33:07 PM,Philadelphia,Evening,79.2,0.07,50,8.3,Cloudy
5/2/2023 6:33:07 PM,Philadelphia,Evening,89.8,0.47,56,16.4,Windy
5/3/2023 6:33:07 PM,Philadelphia,Evening,97.1,0.05,62,16.2,Rainy
5/4/2023 6:33:07 PM,Philadelphia,Evening,64.3,0.91,30,18.1,Windy
5/5/2023 6:33:07 PM,Philadelphia,Evening,69.3,0.65,22,14.9,Rainy
5/6/2023 6:33:07 PM,Philadelphia,Evening,59.1,1.97,75,4.9,Foggy
5/7/2023 6:33:07 PM,Philadelphia,Evening,35,1.74,24,14,Cloudy
5/8/2023 6:33:07 PM,Philadelphia,Evening,59.6,1.65,89,15.1,Snowy
5/9/2023 6:33:07 PM,Philadelphia,Evening,85.3,1,54,10.9,Rainy
5/10/2023 6:33:07 PM,Philadelphia,Evening,86.3,1.61,93,16.1,Snowy
5/11/2023 6:33:07 PM,Philadelphia,Evening,92.5,0.53,74,1.4,Rainy
5/12/2023 6:33:07 PM,Philadelphia,Evening,33.6,1.12,55,11.9,Sunny
5/13/2023 6:33:07 PM,Philadelphia,Evening,66.9,0.79,12,9.6,Cloudy
5/14/2023 6:33:07 PM,Philadelphia,Evening,37.5,0.34,26,16.1,Sunny
5/15/2023 6:33:07 PM,Philadelphia,Evening,44.1,0.15,26,2.6,Windy
5/16/2023 6:33:07 PM,Philadelphia,Evening,93,1.12,93,4.3,Snowy
5/17/2023 6:33:07 PM,Philadelphia,Evening,64.8,0.2,29,11.2,Windy
5/18/2023 6:33:07 PM,Philadelphia,Evening,83.1,1.44,13,18.9,Foggy
5/19/2023 6:33:07 PM,Philadelphia,Evening,34.5,1.84,84,1.7,Snowy
5/20/2023 6:33:07 PM,Philadelphia,Evening,59.2,0.32,24,14.9,Snowy
5/21/2023 6:33:07 PM,Philadelphia,Evening,77.2,0.94,66,4.1,Cloudy
5/22/2023 6:33:07 PM,Philadelphia,Evening,39.3,1.48,54,2.1,Windy
5/23/2023 6:33:07 PM,Philadelphia,Evening,52.8,0.57,36,7.9,Sunny
5/24/2023 6:33:07 PM,Philadelphia,Evening,34.5,1.84,97,11.7,Sunny
5/25/2023 6:33:07 PM,Philadelphia,Evening,75.6,1.78,29,16.5,Snowy
5/26/2023 6:33:07 PM,Philadelphia,Evening,98,0.21,88,12.7,Snowy
5/27/2023 6:33:07 PM,Philadelphia,Evening,87.9,0.05,15,9.8,Snowy
5/28/2023 6:33:07 PM,Philadelphia,Evening,98.2,1.95,27,5.7,Windy
5/29/2023 6:33:07 PM,Philadelphia,Evening,89.2,1.91,95,5.9,Windy
5/30/2023 6:33:07 PM,Philadelphia,Evening,89.9,0.84,58,15.4,Rainy
5/31/2023 6:33:07 PM,Philadelphia,Evening,70.4,0.1,94,2.3,Sunny
6/1/2023 6:33:07 PM,Philadelphia,Evening,66.3,1.24,33,2.9,Snowy
6/2/2023 6:33:07 PM,Philadelphia,Evening,58.4,0.59,90,14.4,Windy
6/3/2023 6:33:07 PM,Philadelphia,Evening,87.3,1.87,20,19.2,Rainy
6/4/2023 6:33:07 PM,Philadelphia,Evening,42.7,1.59,27,2.4,Snowy
6/5/2023 6:33:07 PM,Philadelphia,Evening,33.9,1.3,44,12.2,Sunny
6/6/2023 6:33:07 PM,Philadelphia,Evening,96.4,0.57,64,4.8,Foggy
6/7/2023 6:33:07 PM,Philadelphia,Evening,30.3,1.4,37,0.5,Windy
6/8/2023 6:33:07 PM,Philadelphia,Evening,98.4,0.58,97,16.6,Snowy
6/9/2023 6:33:07 PM,Philadelphia,Evening,81,0.08,45,10.2,Cloudy
6/10/2023 6:33:07 PM,Philadelphia,Evening,53,1.02,33,0.5,Cloudy
6/11/2023 6:33:07 PM,Philadelphia,Evening,78.8,0.98,42,17.9,Sunny
6/12/2023 6:33:07 PM,Philadelphia,Evening,87.3,1.53,46,10.7,Rainy
6/13/2023 6:33:07 PM,Philadelphia,Evening,47.2,1.73,22,14.7,Rainy
6/14/2023 6:33:07 PM,Philadelphia,Evening,84,0.71,25,8.5,Foggy
6/15/2023 6:33:07 PM,Philadelphia,Evening,86.3,0.9,52,3.7,Cloudy
6/16/2023 6:33:07 PM,Philadelphia,Evening,47.5,0.94,82,9.3,Foggy
6/17/2023 6:33:07 PM,Philadelphia,Evening,32.9,0.65,59,5.8,Sunny
6/18/2023 6:33:07 PM,Philadelphia,Evening,44.3,1.49,22,5.9,Cloudy
6/19/2023 6:33:07 PM,Philadelphia,Evening,44,1.04,80,12.9,Snowy
6/20/2023 6:33:07 PM,Philadelphia,Evening,34.6,1.83,44,1.9,Windy
6/21/2023 6:33:07 PM,Philadelphia,Evening,80.8,1.3,99,7.9,Rainy
6/22/2023 6:33:07 PM,Philadelphia,Evening,56.6,0.42,82,10.9,Windy
6/23/2023 6:33:07 PM,Philadelphia,Evening,91.9,0.33,44,14.2,Sunny
6/24/2023 6:33:07 PM,Philadelphia,Evening,47.7,0.74,33,12.7,Foggy
6/25/2023 6:33:07 PM,Philadelphia,Evening,61.7,0.69,94,17.7,Sunny
6/26/2023 6:33:07 PM,Philadelphia,Evening,74.7,0.81,62,19.8,Cloudy
6/27/2023 6:33:07 PM,Philadelphia,Evening,91.4,0.37,95,18.7,Sunny
6/28/2023 6:33:07 PM,Philadelphia,Evening,66.7,1.96,48,15.3,Windy
6/29/2023 6:33:07 PM,Philadelphia,Evening,56.1,0.29,28,13.7,Rainy
6/30/2023 6:33:07 PM,Philadelphia,Evening,90.7,1.31,53,0.7,Cloudy
7/1/2023 6:33:07 PM,Philadelphia,Evening,51.7,0.03,55,10.7,Sunny
7/2/2023 6:33:07 PM,Philadelphia,Evening,35.6,0.81,54,13.3,Snowy
7/3/2023 6:33:07 PM,Philadelphia,Evening,61.2,0.62,41,8.3,Sunny
7/4/2023 6:33:07 PM,Philadelphia,Evening,85,0.76,14,7.7,Rainy
7/5/2023 6:33:07 PM,Philadelphia,Evening,32.2,1,85,10.9,Cloudy
7/6/2023 6:33:07 PM,Philadelphia,Evening,71,1.2,15,18.1,Rainy
7/7/2023 6:33:07 PM,Philadelphia,Evening,71.6,1.17,91,5.2,Windy
7/8/2023 6:33:07 PM,Philadelphia,Evening,95,1.26,16,8,Windy
7/9/2023 6:33:07 PM,Philadelphia,Evening,50.1,1.69,92,13.1,Sunny
7/10/2023 6:33:07 PM,Philadelphia,Evening,49.5,1.77,24,3.7,Snowy
7/11/2023 6:33:07 PM,Philadelphia,Evening,60.8,1.47,82,16.7,Snowy
7/12/2023 6:33:07 PM,Philadelphia,Evening,55,0.16,29,13.3,Cloudy
7/13/2023 6:33:07 PM,Philadelphia,Evening,81.5,1.92,68,7,Sunny
7/14/2023 6:33:07 PM,Philadelphia,Evening,74.9,1.89,93,14.4,Rainy
7/15/2023 6:33:07 PM,Philadelphia,Evening,83.1,1.42,13,5.6,Sunny
7/16/2023 6:33:07 PM,Philadelphia,Evening,87.4,1.03,83,15.5,Snowy
7/17/2023 6:33:07 PM,Philadelphia,Evening,94.6,0.5,49,1.4,Rainy
7/18/2023 6:33:07 PM,Philadelphia,Evening,60.2,1.51,74,8.5,Foggy
7/19/2023 6:33:07 PM,Philadelphia,Evening,98.9,1.76,44,5.2,Rainy
7/20/2023 6:33:07 PM,Philadelphia,Evening,45.1,1.33,97,16.3,Foggy
7/21/2023 6:33:07 PM,Philadelphia,Evening,80,1.26,53,15.1,Snowy
7/22/2023 6:33:07 PM,Philadelphia,Evening,67.4,0.39,16,16.8,Foggy
7/23/2023 6:33:07 PM,Philadelphia,Evening,87.2,0.72,31,13,Cloudy
7/24/2023 6:33:07 PM,Philadelphia,Evening,63.4,1.45,32,15.9,Sunny
7/25/2023 6:33:07 PM,Philadelphia,Evening,84.9,0.03,74,8.8,Foggy
7/26/2023 6:33:07 PM,Philadelphia,Evening,95.1,1.28,97,13.6,Snowy
7/27/2023 6:33:07 PM,Philadelphia,Evening,81.3,1.53,29,0.6,Sunny
7/28/2023 6:33:07 PM,Philadelphia,Evening,84.3,0.67,41,17.6,Sunny
7/29/2023 6:33:07 PM,Philadelphia,Evening,34.7,0.15,45,13.7,Cloudy
7/30/2023 6:33:07 PM,Philadelphia,Evening,44.3,1.64,27,17.3,Rainy
7/31/2023 6:33:07 PM,Philadelphia,Evening,98.2,0.28,42,15.4,Snowy
8/1/2023 6:33:07 PM,Philadelphia,Evening,78.5,0.74,78,5.7,Rainy
8/2/2023 6:33:07 PM,Philadelphia,Evening,69.3,1.41,91,5.5,Windy
8/3/2023 6:33:07 PM,Philadelphia,Evening,55.7,1.63,18,16,Foggy
8/4/2023 6:33:07 PM,Philadelphia,Evening,33.1,1.72,51,3.7,Snowy
8/5/2023 6:33:07 PM,Philadelphia,Evening,55.8,1.06,80,2.2,Sunny
8/6/2023 6:33:07 PM,Philadelphia,Evening,64.9,0.95,88,0.3,Snowy
8/7/2023 6:33:07 PM,Philadelphia,Evening,44.8,1.7,13,6,Rainy
8/8/2023 6:33:07 PM,Philadelphia,Evening,42.1,1.13,55,2,Windy
8/9/2023 6:33:07 PM,Philadelphia,Evening,65.6,1.16,81,16,Cloudy
8/10/2023 6:33:07 PM,Philadelphia,Evening,71,0.87,33,9.7,Snowy
8/11/2023 6:33:07 PM,Philadelphia,Evening,46.8,0.75,81,5.1,Foggy
8/12/2023 6:33:07 PM,Philadelphia,Evening,71.1,0.96,78,12,Cloudy
8/13/2023 6:33:07 PM,Philadelphia,Evening,93,0.73,32,1.4,Windy
8/14/2023 6:33:07 PM,Philadelphia,Evening,63.1,0.69,64,14.5,Foggy
8/15/2023 6:33:07 PM,Philadelphia,Evening,90,1.99,24,10,Rainy
8/16/2023 6:33:07 PM,Philadelphia,Evening,94.9,0.67,60,0.1,Windy
8/17/2023 6:33:07 PM,Philadelphia,Evening,36.5,0.51,59,6.4,Snowy
8/18/2023 6:33:07 PM,Philadelphia,Evening,36.7,0.71,56,15,Sunny
8/19/2023 6:33:07 PM,Philadelphia,Evening,63.3,1.18,92,3.8,Rainy
8/20/2023 6:33:07 PM,Philadelphia,Evening,71.2,1.82,34,19.2,Foggy
8/21/2023 6:33:07 PM,Philadelphia,Evening,59.8,1.58,48,17.9,Foggy
8/22/2023 6:33:07 PM,Philadelphia,Evening,52.9,1.68,77,15.6,Snowy
8/23/2023 6:33:07 PM,Philadelphia,Evening,74.9,1.72,55,1.6,Rainy
8/24/2023 6:33:07 PM,Philadelphia,Evening,30.1,1.84,81,7.1,Rainy
8/25/2023 6:33:07 PM,Philadelphia,Evening,97.8,0.47,22,6,Snowy
8/26/2023 6:33:07 PM,Philadelphia,Evening,46.2,0.92,47,2.8,Foggy
8/27/2023 6:33:07 PM,Philadelphia,Evening,94.2,0.77,45,20,Sunny
8/28/2023 6:33:07 PM,Philadelphia,Evening,37.6,0.76,46,2.9,Sunny
8/29/2023 6:33:07 PM,Philadelphia,Evening,46.7,1.3,51,6.3,Foggy
8/30/2023 6:33:07 PM,Philadelphia,Evening,46.4,0.8,28,17.6,Snowy
8/31/2023 6:33:07 PM,Philadelphia,Evening,99.7,1.23,46,2.9,Rainy
9/1/2023 6:33:07 PM,Philadelphia,Evening,30.3,0.76,98,9.4,Foggy
9/2/2023 6:33:07 PM,Philadelphia,Evening,74.8,0.62,74,19.5,Foggy
9/3/2023 6:33:07 PM,Philadelphia,Evening,90.9,0.71,94,4.9,Rainy
9/4/2023 6:33:07 PM,Philadelphia,Evening,77.1,1.61,48,14.1,Snowy
9/5/2023 6:33:07 PM,Philadelphia,Evening,55.4,1.2,35,1.6,Snowy
9/6/2023 6:33:07 PM,Philadelphia,Evening,97.1,1.95,51,12,Windy
9/7/2023 6:33:07 PM,Philadelphia,Evening,92.5,1.67,71,6.8,Sunny
9/8/2023 6:33:07 PM,Philadelphia,Evening,60.4,0.97,62,14,Rainy
9/9/2023 6:33:07 PM,Philadelphia,Evening,70.1,0.48,76,8.7,Rainy
9/10/2023 6:33:07 PM,Philadelphia,Evening,97.7,1.35,59,6,Rainy
9/11/2023 6:33:07 PM,Philadelphia,Evening,98.8,1.45,78,10.9,Rainy
9/12/2023 6:33:07 PM,Philadelphia,Evening,61.5,0.93,38,2.8,Snowy
9/13/2023 6:33:07 PM,Philadelphia,Evening,89.3,0.46,11,16.3,Sunny
9/14/2023 6:33:07 PM,Philadelphia,Evening,51.1,1.11,27,15,Foggy
9/15/2023 6:33:07 PM,Philadelphia,Evening,56,0.51,69,10.9,Foggy
9/16/2023 6:33:07 PM,Philadelphia,Evening,41.5,1.88,23,7.3,Windy
9/17/2023 6:33:07 PM,Philadelphia,Evening,44.6,1.26,49,18.3,Snowy
9/18/2023 6:33:07 PM,Philadelphia,Evening,76,0.58,73,12.7,Rainy
9/19/2023 6:33:07 PM,Philadelphia,Evening,65.8,0.43,39,5.7,Foggy
9/20/2023 6:33:07 PM,Philadelphia,Evening,46.2,1.43,38,16.1,Foggy
9/21/2023 6:33:07 PM,Philadelphia,Evening,58.2,1.42,38,12.7,Sunny
9/22/2023 6:33:07 PM,Philadelphia,Evening,56.1,1.19,28,2.5,Sunny
9/23/2023 6:33:07 PM,Philadelphia,Evening,99.1,1.23,99,2.3,Cloudy
9/24/2023 6:33:07 PM,Philadelphia,Evening,89.7,1.21,67,18.8,Snowy
9/25/2023 6:33:07 PM,Philadelphia,Evening,57.2,0.72,49,5.8,Foggy
9/26/2023 6:33:07 PM,Philadelphia,Evening,94,1.87,18,13.3,Foggy
9/27/2023 6:33:07 PM,Philadelphia,Evening,54,0.96,86,0.7,Sunny
9/28/2023 6:33:07 PM,Philadelphia,Evening,76.8,0.04,40,11.1,Foggy
9/29/2023 6:33:07 PM,Philadelphia,Evening,97.7,0.7,87,4.6,Snowy
9/30/2023 6:33:07 PM,Philadelphia,Evening,57.3,0.26,24,2.8,Sunny
10/1/2023 6:33:07 PM,Philadelphia,Evening,77.6,0.73,43,15.5,Sunny
10/2/2023 6:33:07 PM,Philadelphia,Evening,50.7,1.22,71,16.2,Windy
10/3/2023 6:33:07 PM,Philadelphia,Evening,48.6,0.05,83,14.3,Cloudy
10/4/2023 6:33:07 PM,Philadelphia,Evening,70.2,1.74,66,0.2,Foggy
10/5/2023 6:33:07 PM,Philadelphia,Evening,98.5,1.22,30,5.7,Snowy
10/6/2023 6:33:07 PM,Philadelphia,Evening,61.7,0.59,63,7.2,Rainy
10/7/2023 6:33:07 PM,Philadelphia,Evening,95.6,0.62,98,13.8,Windy
10/8/2023 6:33:07 PM,Philadelphia,Evening,94,0.93,46,15.1,Rainy
10/9/2023 6:33:07 PM,Philadelphia,Evening,47.8,0.5,49,12.6,Windy
10/10/2023 6:33:07 PM,Philadelphia,Evening,58.1,0.01,29,15.8,Sunny
10/11/2023 6:33:07 PM,Philadelphia,Evening,75,0.05,80,8.5,Cloudy
10/12/2023 6:33:07 PM,Philadelphia,Evening,66.3,0.72,27,10.8,Snowy
10/13/2023 6:33:07 PM,Philadelphia,Evening,36.7,0.25,53,1.3,Sunny
10/14/2023 6:33:07 PM,Philadelphia,Evening,99.6,0.04,65,8.5,Rainy
10/15/2023 6:33:07 PM,Philadelphia,Evening,82.7,1.72,99,8.7,Cloudy
10/16/2023 6:33:07 PM,Philadelphia,Evening,60.6,0.55,26,12.2,Rainy
10/17/2023 6:33:07 PM,Philadelphia,Evening,73.3,1.01,51,7.6,Foggy
10/18/2023 6:33:07 PM,Philadelphia,Evening,36.1,0.36,80,4.8,Snowy
10/19/2023 6:33:07 PM,Philadelphia,Evening,64.7,0.09,37,4.8,Foggy
10/20/2023 6:33:07 PM,Philadelphia,Evening,95.2,1.49,30,2.7,Rainy
10/21/2023 6:33:07 PM,Philadelphia,Evening,92.8,0.25,46,14,Cloudy
10/22/2023 6:33:07 PM,Philadelphia,Evening,53.6,0.05,32,12.5,Snowy
10/23/2023 6:33:07 PM,Philadelphia,Evening,67.2,1.17,57,11.6,Sunny
10/24/2023 6:33:07 PM,Philadelphia,Evening,78.8,0.03,68,10.6,Sunny
10/25/2023 6:33:07 PM,Philadelphia,Evening,53.8,0.87,83,7.4,Cloudy
10/26/2023 6:33:07 PM,Philadelphia,Evening,34.5,0.58,61,15.4,Cloudy
10/27/2023 6:33:07 PM,Philadelphia,Evening,65.4,0.64,26,18.4,Foggy
10/28/2023 6:33:07 PM,Philadelphia,Evening,72.1,0.01,47,8.8,Cloudy
10/29/2023 6:33:07 PM,Philadelphia,Evening,30.4,1.93,10,8.2,Foggy
10/30/2023 6:33:07 PM,Philadelphia,Evening,36.7,1.03,84,3.3,Rainy
10/31/2023 6:33:07 PM,Philadelphia,Evening,44.5,1.15,42,13.4,Sunny
11/1/2023 6:33:07 PM,Philadelphia,Evening,54.4,1.33,53,11.2,Sunny
11/2/2023 6:33:07 PM,Philadelphia,Evening,67.9,1.6,97,19.8,Sunny
11/3/2023 6:33:07 PM,Philadelphia,Evening,50.6,1.22,29,11.7,Snowy
11/4/2023 6:33:07 PM,Philadelphia,Evening,49.3,1.52,56,5.8,Windy
11/5/2023 6:33:07 PM,Philadelphia,Evening,90.9,0.9,78,11.3,Cloudy
11/6/2023 6:33:07 PM,Philadelphia,Evening,40.2,0.74,51,19.7,Snowy
11/7/2023 6:33:07 PM,Philadelphia,Evening,64.7,1.65,35,14.5,Windy
11/8/2023 6:33:07 PM,Philadelphia,Evening,96.7,1.73,58,2.6,Cloudy
11/9/2023 6:33:07 PM,Philadelphia,Evening,73.8,0.28,80,6.9,Windy
11/10/2023 6:33:07 PM,Philadelphia,Evening,80.2,1.09,27,6,Sunny
11/11/2023 6:33:07 PM,Philadelphia,Evening,60.2,1.37,18,17.1,Windy
11/12/2023 6:33:07 PM,Philadelphia,Evening,31.4,0.17,75,12.2,Cloudy
11/13/2023 6:33:07 PM,Philadelphia,Evening,75.2,1.86,69,16.2,Snowy
11/14/2023 6:33:07 PM,Philadelphia,Evening,74.2,1.04,46,3.5,Cloudy
11/15/2023 6:33:07 PM,Philadelphia,Evening,37.7,1.29,56,18.2,Windy
11/16/2023 6:33:07 PM,Philadelphia,Evening,62.4,0.36,38,1.2,Foggy
11/17/2023 6:33:07 PM,Philadelphia,Evening,94.1,0.53,72,7.5,Windy
11/18/2023 6:33:07 PM,Philadelphia,Evening,44.4,0.24,24,0.3,Cloudy
11/19/2023 6:33:07 PM,Philadelphia,Evening,62.3,0.53,18,3.7,Sunny
11/20/2023 6:33:07 PM,Philadelphia,Evening,62.3,0.98,89,19.2,Cloudy
11/21/2023 6:33:07 PM,Philadelphia,Evening,86.8,1.67,75,1.6,Foggy
11/22/2023 6:33:07 PM,Philadelphia,Evening,87.7,1.07,10,2.9,Cloudy
11/23/2023 6:33:07 PM,Philadelphia,Evening,83.1,0.49,18,18.5,Windy
11/24/2023 6:33:07 PM,Philadelphia,Evening,55.6,0.09,66,14.2,Rainy
11/25/2023 6:33:07 PM,Philadelphia,Evening,35,1.24,65,8.1,Windy
11/26/2023 6:33:07 PM,Philadelphia,Evening,54.5,0.84,29,1.4,Windy
11/27/2023 6:33:07 PM,Philadelphia,Evening,77.6,1.97,11,15.7,Windy
11/28/2023 6:33:07 PM,Philadelphia,Evening,79.2,1.56,10,9.9,Foggy
11/29/2023 6:33:07 PM,Philadelphia,Evening,97.6,1.62,83,6.5,Windy
11/30/2023 6:33:07 PM,Philadelphia,Evening,61.8,0.02,96,7.2,Foggy
12/1/2023 6:33:07 PM,Philadelphia,Evening,74.3,1.56,63,10.1,Sunny
12/2/2023 6:33:07 PM,Philadelphia,Evening,67.7,0.39,28,11,Foggy
12/3/2023 6:33:07 PM,Philadelphia,Evening,40.5,1.17,27,16.4,Snowy
12/4/2023 6:33:07 PM,Philadelphia,Evening,62.3,0.89,33,15.4,Cloudy
12/5/2023 6:33:07 PM,Philadelphia,Evening,68.1,1.14,61,15.3,Cloudy
12/6/2023 6:33:07 PM,Philadelphia,Evening,96.6,0.27,95,14.6,Rainy
12/7/2023 6:33:07 PM,Philadelphia,Evening,55.7,0.91,29,15.2,Sunny
12/8/2023 6:33:07 PM,Philadelphia,Evening,98.6,0.07,20,13.6,Foggy
12/9/2023 6:33:07 PM,Philadelphia,Evening,68,0.08,82,17.4,Foggy
12/10/2023 6:33:07 PM,Philadelphia,Evening,47,1.32,88,11.1,Foggy
12/11/2023 6:33:07 PM,Philadelphia,Evening,43.4,1.9,69,10.4,Rainy
12/12/2023 6:33:07 PM,Philadelphia,Evening,39.9,1.55,25,14,Cloudy
12/13/2023 6:33:07 PM,Philadelphia,Evening,61.7,0.94,22,3.3,Foggy
12/14/2023 6:33:07 PM,Philadelphia,Evening,31.5,0.11,62,15.5,Rainy
12/15/2023 6:33:07 PM,Philadelphia,Evening,61.2,0.09,15,18.7,Windy
12/16/2023 6:33:07 PM,Philadelphia,Evening,99.2,0.32,34,5.9,Windy
12/17/2023 6:33:07 PM,Philadelphia,Evening,76.9,1.95,72,12.2,Cloudy
12/18/2023 6:33:07 PM,Philadelphia,Evening,83.2,0.8,56,0.7,Rainy
12/19/2023 6:33:07 PM,Philadelphia,Evening,38.3,1.69,24,15.3,Windy
12/20/2023 6:33:07 PM,Philadelphia,Evening,63.1,1.41,63,11.2,Sunny
12/21/2023 6:33:07 PM,Philadelphia,Evening,50,1.21,91,13.5,Sunny
12/22/2023 6:33:07 PM,Philadelphia,Evening,92.6,1.9,52,2.9,Cloudy
12/23/2023 6:33:07 PM,Philadelphia,Evening,42.7,0.46,23,16.2,Snowy
12/24/2023 6:33:07 PM,Philadelphia,Evening,62.1,0.91,43,5.1,Snowy
12/25/2023 6:33:07 PM,Philadelphia,Evening,71.2,1.73,11,13.7,Rainy
12/26/2023 6:33:07 PM,Philadelphia,Evening,66,1.1,29,11.9,Cloudy
12/27/2023 6:33:07 PM,Philadelphia,Evening,88.1,0.49,25,13.1,Cloudy
12/28/2023 6:33:07 PM,Philadelphia,Evening,46.2,0.42,76,1,Windy
12/29/2023 6:33:07 PM,Philadelphia,Evening,56.4,1.51,39,14.8,Windy
12/30/2023 6:33:07 PM,Philadelphia,Evening,85.4,0.03,96,15.9,Sunny
12/31/2023 6:33:07 PM,Philadelphia,Evening,67,1.83,60,9.5,Sunny
1/1/2024 6:33:07 PM,Philadelphia,Evening,58.1,0.04,96,8.2,Cloudy
1/2/2024 6:33:07 PM,Philadelphia,Evening,32.1,1.26,12,6.9,Windy
1/3/2024 6:33:07 PM,Philadelphia,Evening,82.7,1.21,86,18.6,Windy
1/4/2024 6:33:07 PM,Philadelphia,Evening,98.1,1.16,60,15.1,Cloudy
1/5/2024 6:33:07 PM,Philadelphia,Evening,73.4,0.95,55,14,Sunny
1/6/2024 6:33:07 PM,Philadelphia,Evening,90,1.7,49,18.5,Windy
1/7/2024 6:33:07 PM,Philadelphia,Evening,66.2,1.32,38,7,Snowy
1/8/2024 6:33:07 PM,Philadelphia,Evening,46.2,1.56,32,12.6,Rainy
1/9/2024 6:33:07 PM,Philadelphia,Evening,31,0.23,26,13.7,Foggy
1/10/2024 6:33:07 PM,Philadelphia,Evening,75.7,0.1,94,19.9,Foggy
1/11/2024 6:33:07 PM,Philadelphia,Evening,64.5,0.06,78,8.5,Sunny
1/12/2024 6:33:07 PM,Philadelphia,Evening,84.7,0.29,94,8,Foggy
1/13/2024 6:33:07 PM,Philadelphia,Evening,78.6,1.33,75,1.7,Snowy
1/14/2024 6:33:07 PM,Philadelphia,Evening,99.2,0.99,32,2,Cloudy
1/15/2024 6:33:07 PM,Philadelphia,Evening,65.7,1.5,84,10.2,Cloudy
1/16/2024 6:33:07 PM,Philadelphia,Evening,59.9,0.38,88,3.4,Rainy
1/17/2024 6:33:07 PM,Philadelphia,Evening,50.1,0.73,32,1.5,Windy
1/18/2024 6:33:07 PM,Philadelphia,Evening,63.4,1.78,16,19.3,Snowy
1/19/2024 6:33:07 PM,Philadelphia,Evening,91.1,1.87,52,19,Foggy
1/20/2024 6:33:07 PM,Philadelphia,Evening,33,1.84,71,6.5,Windy
1/21/2024 6:33:07 PM,Philadelphia,Evening,98.5,1.64,43,15.8,Foggy
1/22/2024 6:33:07 PM,Philadelphia,Evening,99.5,1.38,60,17.5,Foggy
1/23/2024 6:33:07 PM,Philadelphia,Evening,71.8,1.83,53,9.3,Foggy
1/24/2024 6:33:07 PM,Philadelphia,Evening,53.2,1.43,79,4.5,Snowy
1/25/2024 6:33:07 PM,Philadelphia,Evening,45.6,1.91,89,2.6,Cloudy
1/26/2024 6:33:07 PM,Philadelphia,Evening,49.4,0.05,64,2.8,Cloudy
1/27/2024 6:33:07 PM,Philadelphia,Evening,33.5,1.84,75,15.9,Windy
1/28/2024 6:33:07 PM,Philadelphia,Evening,63.3,1.11,67,7.7,Windy
1/29/2024 6:33:07 PM,Philadelphia,Evening,34,0.22,52,13.9,Snowy
1/30/2024 6:33:07 PM,Philadelphia,Evening,80.3,0.43,70,10.8,Rainy
1/31/2024 6:33:07 PM,Philadelphia,Evening,56,1.7,47,7.9,Cloudy
2/1/2024 6:33:07 PM,Philadelphia,Evening,44,1.01,37,2.5,Snowy
2/2/2024 6:33:07 PM,Philadelphia,Evening,68.1,1.97,66,6.7,Sunny
2/3/2024 6:33:07 PM,Philadelphia,Evening,98.2,0.24,50,16.8,Foggy
2/4/2024 6:33:07 PM,Philadelphia,Evening,78.7,0.83,82,16.2,Windy
2/5/2024 6:33:07 PM,Philadelphia,Evening,64.4,0.66,98,0.6,Cloudy
2/6/2024 6:33:07 PM,Philadelphia,Evening,84.4,1.03,59,2.8,Rainy
2/7/2024 6:33:07 PM,Philadelphia,Evening,81.6,1.27,99,15.1,Rainy
2/8/2024 6:33:07 PM,Philadelphia,Evening,92.4,1.32,99,6.7,Sunny
2/9/2024 6:33:07 PM,Philadelphia,Evening,44.3,0,70,12.9,Windy
2/10/2024 6:33:07 PM,Philadelphia,Evening,90.1,0.18,78,11.3,Windy
2/11/2024 6:33:07 PM,Philadelphia,Evening,51.1,0.07,72,13,Snowy
2/12/2024 6:33:07 PM,Philadelphia,Evening,95.9,1.73,90,1.1,Sunny
2/13/2024 6:33:07 PM,Philadelphia,Evening,49.7,0.63,35,18.6,Foggy
2/14/2024 6:33:07 PM,Philadelphia,Evening,94.9,0.73,35,0.4,Rainy
2/15/2024 6:33:07 PM,Philadelphia,Evening,97.5,0.9,82,0.2,Rainy
2/16/2024 6:33:07 PM,Philadelphia,Evening,40.2,1.7,32,4.5,Sunny
2/17/2024 6:33:07 PM,Philadelphia,Evening,98.2,0.03,61,19.9,Sunny
2/18/2024 6:33:07 PM,Philadelphia,Evening,36,0.24,97,1.5,Rainy
2/19/2024 6:33:07 PM,Philadelphia,Evening,45.3,1.37,82,17.5,Sunny
2/20/2024 6:33:07 PM,Philadelphia,Evening,61.1,1.93,83,3.2,Sunny
2/21/2024 6:33:07 PM,Philadelphia,Evening,99.6,1.29,79,2.2,Windy
2/22/2024 6:33:07 PM,Philadelphia,Evening,64.2,0.52,13,15.6,Sunny
2/23/2024 6:33:07 PM,Philadelphia,Evening,68.5,1.04,10,16.9,Rainy
2/24/2024 6:33:07 PM,Philadelphia,Evening,78.6,1.95,15,15.8,Cloudy
2/25/2024 6:33:07 PM,Philadelphia,Evening,97.8,1.06,65,4.8,Rainy
2/26/2024 6:33:07 PM,Philadelphia,Evening,84.8,0.75,38,17.6,Foggy
