Date,Campaign ID,Platform,Daily Impressions,Daily Clicks,Daily Engagement,Daily Conversion Rate,Daily Spend
2024-01-17 02:40:18.906101,CMP005,Spotify,8825,732,217,1.25,1998
2024-01-18 02:40:18.906101,CMP005,Spotify,7475,282,131,3.49,594
2024-01-19 02:40:18.906101,CMP005,Spotify,2029,965,343,0.67,1802
2024-01-20 02:40:18.906101,CMP005,Spotify,7196,411,341,3.02,1470
2024-01-21 02:40:18.906101,CMP005,Spotify,4670,540,284,3.82,1024
2024-01-22 02:40:18.906101,CMP005,Spotify,4583,496,81,2.35,1300
2024-01-23 02:40:18.906101,CMP005,Spotify,2450,540,226,2.55,1016
2024-01-24 02:40:18.906101,CMP005,Spotify,4177,757,393,2.32,299
2024-01-25 02:40:18.906101,CMP005,Spotify,1854,240,292,1.39,1551
2024-01-26 02:40:18.906101,CMP005,Spotify,5519,327,455,4.63,250
2024-01-27 02:40:18.906101,CMP005,Spotify,5604,443,464,2.18,1207
2024-01-28 02:40:18.906101,CMP005,Spotify,9698,860,492,3.63,1225
2024-01-29 02:40:18.906101,CMP005,Spotify,4079,503,131,2.73,274
2024-01-30 02:40:18.906101,CMP005,Spotify,6280,119,68,0.78,1766
2024-01-31 02:40:18.906101,CMP005,Spotify,7725,346,457,4.03,1350
2024-02-01 02:40:18.906101,CMP005,Spotify,8894,879,151,4.1,1905
2024-02-02 02:40:18.906101,CMP005,Spotify,7189,363,115,0.85,1915
2024-02-03 02:40:18.906101,CMP005,Spotify,8094,948,207,2.47,1274
2024-02-04 02:40:18.906101,CMP005,Spotify,3785,184,74,0.49,221
2024-02-05 02:40:18.906101,CMP005,Spotify,7083,647,384,3.09,1531
2024-02-06 02:40:18.906101,CMP005,Spotify,5319,383,405,0.33,1903
2024-02-07 02:40:18.906101,CMP005,Spotify,7388,909,130,1.47,750
2024-02-08 02:40:18.906101,CMP005,Spotify,9993,678,478,0.27,847
2024-02-09 02:40:18.906101,CMP005,Spotify,7319,572,329,3.82,1269
2024-02-10 02:40:18.906101,CMP005,Spotify,4466,377,371,2.76,767
2024-02-11 02:40:18.906101,CMP005,Spotify,2032,676,132,2.38,1799
2024-02-12 02:40:18.906101,CMP005,Spotify,2799,479,427,4.25,276
2024-02-13 02:40:18.906101,CMP005,Spotify,5891,310,308,4.79,1943
2024-02-14 02:40:18.906101,CMP005,Spotify,8041,883,186,3.39,444
2024-02-15 02:40:18.906101,CMP005,Spotify,3088,202,422,1.46,1301
2024-02-16 02:40:18.906101,CMP005,Spotify,8010,632,370,4.21,786
2024-02-17 02:40:18.906101,CMP005,Spotify,4170,599,336,2.27,1043
2024-02-18 02:40:18.906101,CMP005,Spotify,8139,509,328,0.79,517
2024-02-19 02:40:18.906101,CMP005,Spotify,5051,310,357,2.99,1393
2024-02-20 02:40:18.906101,CMP005,Spotify,7885,931,285,2.94,1773
2024-02-21 02:40:18.906101,CMP005,Spotify,8425,970,208,0.8,1771
2024-02-22 02:40:18.906101,CMP005,Spotify,2280,203,84,2.96,1133
2024-02-23 02:40:18.906101,CMP005,Spotify,3145,723,255,2.88,1856
2024-02-24 02:40:18.906101,CMP005,Spotify,8923,111,361,3.62,262
2024-02-25 02:40:18.906101,CMP005,Spotify,4660,286,461,0.27,600
2024-02-26 02:40:18.906101,CMP005,Spotify,6230,409,226,1.15,530
2024-02-27 02:40:18.906101,CMP005,Spotify,4984,157,79,0.24,326
2024-02-28 02:40:18.906101,CMP005,Spotify,8543,981,180,0.64,546
2024-02-29 02:40:18.906101,CMP005,Spotify,2387,238,60,4.35,1337
2024-03-01 02:40:18.906101,CMP005,Spotify,2027,297,384,2.32,1512
2024-03-02 02:40:18.906101,CMP005,Spotify,6971,551,125,2.38,1538
2024-03-03 02:40:18.906101,CMP005,Spotify,8919,577,395,1.18,1055
2024-03-04 02:40:18.906101,CMP005,Spotify,1902,307,274,0.48,449
2024-03-05 02:40:18.906101,CMP005,Spotify,1330,539,78,3.64,919
2024-03-06 02:40:18.906101,CMP005,Spotify,5350,614,234,1.77,1145
2024-03-07 02:40:18.906101,CMP005,Spotify,7416,621,304,0.94,1433
2024-03-08 02:40:18.906101,CMP005,Spotify,5057,813,71,0.54,600
2024-03-09 02:40:18.906101,CMP005,Spotify,7067,118,498,0.19,1926
2024-03-10 02:40:18.906101,CMP005,Spotify,6937,877,308,2.13,808
2024-03-11 02:40:18.906101,CMP005,Spotify,2207,208,263,2.3,1908
2024-03-12 02:40:18.906101,CMP005,Spotify,1737,413,410,3.99,1832
2024-03-13 02:40:18.906101,CMP005,Spotify,6367,914,486,4.65,370
2024-03-14 02:40:18.906101,CMP005,Spotify,2872,867,126,2.79,1026
2024-03-15 02:40:18.906101,CMP005,Spotify,4783,410,395,3.66,690
2024-03-16 02:40:18.906101,CMP005,Spotify,1500,409,286,4.66,1681
2024-03-17 02:40:18.906101,CMP005,Spotify,2490,366,474,3.51,1348
2024-03-18 02:40:18.906101,CMP005,Spotify,5869,244,356,4.41,249
2024-03-19 02:40:18.906101,CMP005,Spotify,5479,972,214,3.0,1990
2024-03-20 02:40:18.906101,CMP005,Spotify,3766,525,357,2.92,1620
2024-03-21 02:40:18.906101,CMP005,Spotify,7358,972,463,1.35,959
2024-03-22 02:40:18.906101,CMP005,Spotify,9493,826,156,1.65,1917
2024-03-23 02:40:18.906101,CMP005,Spotify,7860,315,362,2.9,1465
2024-03-24 02:40:18.906101,CMP005,Spotify,9374,859,452,3.44,1597
2024-03-25 02:40:18.906101,CMP005,Spotify,2653,294,321,4.56,1905
2024-03-26 02:40:18.906101,CMP005,Spotify,1270,961,349,4.12,884
2024-03-27 02:40:18.906101,CMP005,Spotify,7352,262,406,4.58,940
2024-03-28 02:40:18.906101,CMP005,Spotify,4890,525,487,3.08,1904
2024-03-29 02:40:18.906101,CMP005,Spotify,9951,359,317,4.63,407
2024-03-30 02:40:18.906101,CMP005,Spotify,6693,651,255,2.12,624
2024-03-31 02:40:18.906101,CMP005,Spotify,1543,379,490,0.22,1352
2024-04-01 02:40:18.906101,CMP005,Spotify,8642,578,411,1.17,1504
2024-04-02 02:40:18.906101,CMP005,Spotify,7629,979,136,0.38,628
2024-04-03 02:40:18.906101,CMP005,Spotify,9686,275,310,1.63,414
2024-04-04 02:40:18.906101,CMP005,Spotify,1231,162,261,0.81,1041
2024-04-05 02:40:18.906101,CMP005,Spotify,3195,372,452,1.98,974
2024-04-06 02:40:18.906101,CMP005,Spotify,4638,830,240,3.2,1341
2024-04-07 02:40:18.906101,CMP005,Spotify,3682,539,109,4.15,768
2024-04-08 02:40:18.906101,CMP005,Spotify,3202,376,483,3.27,503
2024-04-09 02:40:18.906101,CMP005,Spotify,8378,894,403,1.27,1258
2024-04-10 02:40:18.906101,CMP005,Spotify,2314,264,363,4.69,297
2024-04-11 02:40:18.906101,CMP005,Spotify,4082,930,256,4.53,1631
2024-04-12 02:40:18.906101,CMP005,Spotify,4809,666,491,4.59,1968
2024-04-13 02:40:18.906101,CMP005,Spotify,3095,899,155,0.12,1839
2024-04-14 02:40:18.906101,CMP005,Spotify,5682,886,419,2.01,490
2024-04-15 02:40:18.906101,CMP005,Spotify,9505,900,187,4.12,719
2024-04-16 02:40:18.906101,CMP005,Spotify,3123,805,381,0.94,422
2024-04-17 02:40:18.906101,CMP005,Spotify,7838,135,115,4.35,769
2024-04-18 02:40:18.906101,CMP005,Spotify,1274,359,497,3.08,1057
2024-04-19 02:40:18.906101,CMP005,Spotify,5641,623,312,1.99,891
2024-04-20 02:40:18.906101,CMP005,Spotify,4126,115,405,1.58,873
2024-04-21 02:40:18.906101,CMP005,Spotify,2934,897,338,1.18,1789
2024-04-22 02:40:18.906101,CMP005,Spotify,9436,162,307,2.75,1315
2024-04-23 02:40:18.906101,CMP005,Spotify,5856,349,304,4.95,1213
2024-04-24 02:40:18.906101,CMP005,Spotify,5174,362,423,2.49,913
2024-04-25 02:40:18.906101,CMP005,Spotify,4435,364,436,3.68,386
2024-04-26 02:40:18.906101,CMP005,Spotify,8917,337,247,1.12,406
2024-04-27 02:40:18.906101,CMP005,Spotify,9187,988,176,4.71,1637
2024-04-28 02:40:18.906101,CMP005,Spotify,9733,493,314,1.55,1355
2024-04-29 02:40:18.906101,CMP005,Spotify,9031,862,447,0.45,1443
2024-04-30 02:40:18.906101,CMP005,Spotify,6979,234,128,0.77,1622
2024-05-01 02:40:18.906101,CMP005,Spotify,9771,794,55,3.2,1221
2024-05-02 02:40:18.906101,CMP005,Spotify,3933,970,372,0.86,878
2024-05-03 02:40:18.906101,CMP005,Spotify,6255,787,63,3.86,905
2024-05-04 02:40:18.906101,CMP005,Spotify,8651,455,64,2.47,1416
2024-05-05 02:40:18.906101,CMP005,Spotify,3360,514,112,3.17,299
2024-05-06 02:40:18.906101,CMP005,Spotify,3178,170,321,4.41,638
2024-05-07 02:40:18.906101,CMP005,Spotify,4606,477,58,5.0,730
2024-05-08 02:40:18.906101,CMP005,Spotify,8964,340,411,1.04,1167
2024-05-09 02:40:18.906101,CMP005,Spotify,6859,275,77,4.38,734
2024-05-10 02:40:18.906101,CMP005,Spotify,5988,831,330,1.38,349
2024-05-11 02:40:18.906101,CMP005,Spotify,7500,536,296,3.1,1832
2023-04-12 02:40:18.906101,CMP006,Twitter,7716,624,1455,4.75,976.5
2023-04-13 02:40:18.906101,CMP006,Twitter,6546,654,438,5.0,576.0
2023-04-14 02:40:18.906101,CMP006,Twitter,7804,612,600,3.0300000000000002,778.5
2023-04-15 02:40:18.906101,CMP006,Twitter,16326,796,1368,5.0,1944.0
2023-04-16 02:40:18.906101,CMP006,Twitter,5734,1710,192,4.8,1102.5
2023-04-17 02:40:18.906101,CMP006,Twitter,6938,988,1407,5.0,445.5
2023-04-18 02:40:18.906101,CMP006,Twitter,7104,532,942,5.0,456.0
2023-04-19 02:40:18.906101,CMP006,Twitter,15696,948,1128,5.0,2640.0
2023-04-20 02:40:18.906101,CMP006,Twitter,10502,880,1476,5.0,2445.0
2023-04-21 02:40:18.906101,CMP006,Twitter,18252,1328,1038,5.0,2193.0
2023-04-22 02:40:18.906101,CMP006,Twitter,13962,316,834,2.13,2028.0
2023-04-23 02:40:18.906101,CMP006,Twitter,6742,1648,228,4.67,1005.0
2023-04-24 02:40:18.906101,CMP006,Twitter,7048,1396,585,5.0,2350.5
2023-04-25 02:40:18.906101,CMP006,Twitter,2796,1218,957,4.220000000000001,1045.5
2023-04-26 02:40:18.906101,CMP006,Twitter,15542,1158,1041,2.46,2461.5
2023-04-27 02:40:18.906101,CMP006,Twitter,17056,1398,279,4.6,2697.0
2023-04-28 02:40:18.906101,CMP006,Twitter,14108,502,174,5.0,2608.5
2023-04-29 02:40:18.906101,CMP006,Twitter,16812,1016,1470,5.0,2307.0
2023-04-30 02:40:18.906101,CMP006,Twitter,6214,1762,1200,2.67,1261.5
2023-05-01 02:40:18.906101,CMP006,Twitter,8181,246,86,1.44,1025
2023-05-02 02:40:18.906101,CMP006,Twitter,6652,607,111,0.88,1671
2023-05-03 02:40:18.906101,CMP006,Twitter,7962,246,174,4.6,611
2023-05-04 02:40:18.906101,CMP006,Twitter,2197,472,76,1.68,1419
2023-05-05 02:40:18.906101,CMP006,Twitter,1602,289,306,4.94,1062
2023-05-06 02:40:18.906101,CMP006,Twitter,2861,713,460,0.83,1608
2023-05-07 02:40:18.906101,CMP006,Twitter,8315,150,135,1.2,513
2023-05-08 02:40:18.906101,CMP006,Twitter,8969,942,319,0.77,706
2023-05-09 02:40:18.906101,CMP006,Twitter,3472,336,145,1.58,485
2023-05-10 02:40:18.906101,CMP006,Twitter,4076,761,86,0.33,1098
2023-05-11 02:40:18.906101,CMP006,Twitter,4714,643,383,4.53,1523
2023-05-12 02:40:18.906101,CMP006,Twitter,5984,167,137,3.35,1598
2023-05-13 02:40:18.906101,CMP006,Twitter,3881,929,350,2.75,724
2023-05-14 02:40:18.906101,CMP006,Twitter,1415,588,197,1.94,555
2023-05-15 02:40:18.906101,CMP006,Twitter,2128,597,490,0.28,1845
2023-05-16 02:40:18.906101,CMP006,Twitter,4085,308,340,4.52,1705
2023-05-17 02:40:18.906101,CMP006,Twitter,6319,419,89,0.7,1162
2023-05-18 02:40:18.906101,CMP006,Twitter,8722,265,413,3.23,1439
2023-05-19 02:40:18.906101,CMP006,Twitter,9190,347,417,2.13,917
2023-05-20 02:40:18.906101,CMP006,Twitter,1107,166,323,2.28,291
2023-05-21 02:40:18.906101,CMP006,Twitter,7520,240,91,1.58,1113
2023-05-22 02:40:18.906101,CMP006,Twitter,4469,505,126,0.69,898
2023-05-23 02:40:18.906101,CMP006,Twitter,5872,262,87,1.74,387
2023-05-24 02:40:18.906101,CMP006,Twitter,6177,459,116,1.08,1953
2023-05-25 02:40:18.906101,CMP006,Twitter,8984,837,161,4.37,1339
2023-05-26 02:40:18.906101,CMP006,Twitter,4329,264,316,3.01,1701
2023-05-27 02:40:18.906101,CMP006,Twitter,6667,749,437,4.4,942
2023-05-28 02:40:18.906101,CMP006,Twitter,8129,672,59,4.6,903
2023-05-29 02:40:18.906101,CMP006,Twitter,8626,563,349,4.53,889
2023-05-30 02:40:18.906101,CMP006,Twitter,7433,849,335,4.68,1571
2023-05-31 02:40:18.906101,CMP006,Twitter,5493,726,352,4.0,1225
2023-06-01 02:40:18.906101,CMP006,Twitter,5210,685,75,0.59,1178
2023-06-02 02:40:18.906101,CMP006,Twitter,5822,598,338,4.36,486
2023-06-03 02:40:18.906101,CMP006,Twitter,4202,820,221,2.77,486
2023-06-04 02:40:18.906101,CMP006,Twitter,6465,784,479,4.63,494
2023-06-05 02:40:18.906101,CMP006,Twitter,3148,630,314,4.11,1427
2023-06-06 02:40:18.906101,CMP006,Twitter,8738,766,204,1.29,1681
2023-06-07 02:40:18.906101,CMP006,Twitter,7242,576,438,2.77,706
2023-06-08 02:40:18.906101,CMP006,Twitter,4041,813,102,2.58,536
2023-06-09 02:40:18.906101,CMP006,Twitter,5422,895,417,4.03,919
2023-06-10 02:40:18.906101,CMP006,Twitter,1839,949,135,4.21,388
2023-06-11 02:40:18.906101,CMP006,Twitter,9202,935,174,1.62,1393
2023-06-12 02:40:18.906101,CMP006,Twitter,3497,434,352,0.51,793
2023-06-13 02:40:18.906101,CMP006,Twitter,6493,192,335,2.07,1250
2023-06-14 02:40:18.906101,CMP006,Twitter,5106,315,373,2.7,1863
2023-06-15 02:40:18.906101,CMP006,Twitter,5955,606,407,1.33,680
2023-06-16 02:40:18.906101,CMP006,Twitter,3618,433,343,1.79,1079
2023-06-17 02:40:18.906101,CMP006,Twitter,4779,401,301,0.61,1839
2023-06-18 02:40:18.906101,CMP006,Twitter,9838,713,113,1.67,1756
2023-06-19 02:40:18.906101,CMP006,Twitter,7590,747,110,3.76,326
2023-06-20 02:40:18.906101,CMP006,Twitter,2079,335,310,1.41,1080
2023-06-21 02:40:18.906101,CMP006,Twitter,4891,171,136,3.97,422
2023-06-22 02:40:18.906101,CMP006,Twitter,6894,215,392,3.1,1431
2023-06-23 02:40:18.906101,CMP006,Twitter,9620,200,100,2.66,707
2023-06-24 02:40:18.906101,CMP006,Twitter,4338,552,204,1.59,1014
2023-06-25 02:40:18.906101,CMP006,Twitter,6405,316,460,3.28,837
2023-06-26 02:40:18.906101,CMP006,Twitter,9760,267,92,2.89,667
2023-06-27 02:40:18.906101,CMP006,Twitter,9544,441,413,2.88,236
2023-06-28 02:40:18.906101,CMP006,Twitter,3383,431,318,0.13,616
2023-06-29 02:40:18.906101,CMP006,Twitter,7015,251,272,1.39,444
2023-06-30 02:40:18.906101,CMP006,Twitter,7962,700,415,3.77,1805
2023-07-01 02:40:18.906101,CMP006,Twitter,8996,502,292,1.06,1374
2023-07-02 02:40:18.906101,CMP006,Twitter,7986,440,203,3.23,1710
2023-07-03 02:40:18.906101,CMP006,Twitter,7675,625,248,1.57,1296
2023-07-04 02:40:18.906101,CMP006,Twitter,7030,785,362,4.42,1697
2023-07-05 02:40:18.906101,CMP006,Twitter,4977,167,259,3.85,834
2023-07-06 02:40:18.906101,CMP006,Twitter,6428,138,123,2.55,1033
2023-07-07 02:40:18.906101,CMP006,Twitter,5163,988,67,0.39,1220
2023-07-08 02:40:18.906101,CMP006,Twitter,5679,191,185,3.52,896
2023-07-09 02:40:18.906101,CMP006,Twitter,7268,198,79,1.52,424
2023-07-10 02:40:18.906101,CMP006,Twitter,4800,762,112,2.2,1297
2023-07-11 02:40:18.906101,CMP006,Twitter,2858,389,154,1.11,1039
2023-07-12 02:40:18.906101,CMP006,Twitter,9683,215,85,4.05,668
2023-07-13 02:40:18.906101,CMP006,Twitter,3949,108,62,4.96,1374
2023-07-14 02:40:18.906101,CMP006,Twitter,7173,182,299,4.14,929
2023-07-15 02:40:18.906101,CMP006,Twitter,3262,924,253,1.54,1410
2023-07-16 02:40:18.906101,CMP006,Twitter,1799,130,320,3.59,1213
2023-07-17 02:40:18.906101,CMP006,Twitter,5478,552,73,3.7,1772
2023-07-18 02:40:18.906101,CMP006,Twitter,1968,816,487,0.95,392
2023-07-19 02:40:18.906101,CMP006,Twitter,7513,710,332,4.07,1199
2023-07-20 02:40:18.906101,CMP006,Twitter,8313,496,226,2.19,859
2023-07-21 02:40:18.906101,CMP006,Twitter,9392,778,203,4.28,1866
2023-07-22 02:40:18.906101,CMP006,Twitter,4570,490,491,1.22,283
2023-07-23 02:40:18.906101,CMP006,Twitter,2983,357,92,3.37,1073
2023-07-24 02:40:18.906101,CMP006,Twitter,3848,749,176,2.58,1661
2023-07-25 02:40:18.906101,CMP006,Twitter,1075,171,124,0.49,1756
2023-07-26 02:40:18.906101,CMP006,Twitter,7322,956,268,3.55,1111
2023-07-27 02:40:18.906101,CMP006,Twitter,9657,814,60,4.0,1665
2023-07-28 02:40:18.906101,CMP006,Twitter,4908,229,468,1.5,1627
2023-07-29 02:40:18.906101,CMP006,Twitter,9415,159,303,1.48,729
2023-07-30 02:40:18.906101,CMP006,Twitter,5380,661,413,1.18,1028
2023-07-31 02:40:18.906101,CMP006,Twitter,2183,992,287,4.76,769
2023-08-01 02:40:18.906101,CMP006,Twitter,1640,756,66,0.97,776
2023-08-02 02:40:18.906101,CMP006,Twitter,9739,318,75,1.69,213
2023-08-03 02:40:18.906101,CMP006,Twitter,7181,471,283,0.54,1850
2023-08-04 02:40:18.906101,CMP006,Twitter,6434,980,284,0.41,1216
2023-08-05 02:40:18.906101,CMP006,Twitter,9055,767,363,4.61,1278
2023-08-06 02:40:18.906101,CMP006,Twitter,8319,571,166,4.53,1815
2023-08-07 02:40:18.906101,CMP006,Twitter,8877,356,87,3.97,1670
2023-08-08 02:40:18.906101,CMP006,Twitter,5403,127,485,2.19,1857
2023-08-09 02:40:18.906101,CMP006,Twitter,4068,546,253,4.79,1455
2023-08-10 02:40:18.906101,CMP006,Twitter,8244,512,180,0.49,449
2023-08-11 02:40:18.906101,CMP006,Twitter,1290,702,367,2.33,1605
2023-08-12 02:40:18.906101,CMP006,Twitter,7156,346,434,1.46,1004
2023-08-13 02:40:18.906101,CMP006,Twitter,5223,676,449,2.31,601
2023-08-14 02:40:18.906101,CMP006,Twitter,1464,206,183,0.14,1160
2023-08-15 02:40:18.906101,CMP006,Twitter,1889,441,188,1.62,701
2023-08-16 02:40:18.906101,CMP006,Twitter,4533,127,123,0.85,1427
2023-08-17 02:40:18.906101,CMP006,Twitter,4310,744,175,0.19,1636
2023-08-18 02:40:18.906101,CMP006,Twitter,7004,997,89,0.98,843
2023-08-19 02:40:18.906101,CMP006,Twitter,7604,363,116,2.05,586
2023-08-20 02:40:18.906101,CMP006,Twitter,8575,775,453,1.57,512
2023-08-21 02:40:18.906101,CMP006,Twitter,7566,303,187,3.82,1651
2023-08-22 02:40:18.906101,CMP006,Twitter,1265,704,240,4.71,574
2023-08-23 02:40:18.906101,CMP006,Twitter,8880,370,180,1.33,337
2023-08-24 02:40:18.906101,CMP006,Twitter,3765,567,150,3.43,903
2023-08-25 02:40:18.906101,CMP006,Twitter,6423,881,186,3.98,436
2023-08-26 02:40:18.906101,CMP006,Twitter,1284,610,433,4.6,1856
2023-08-27 02:40:18.906101,CMP006,Twitter,3091,630,427,2.56,1441
2023-08-28 02:40:18.906101,CMP006,Twitter,1542,457,289,3.4,1943
2023-08-29 02:40:18.906101,CMP006,Twitter,7997,176,201,4.11,1989
2023-08-30 02:40:18.906101,CMP006,Twitter,8606,863,357,1.98,1891
2023-08-31 02:40:18.906101,CMP006,Twitter,7664,267,153,2.08,1044
2023-09-01 02:40:18.906101,CMP006,Twitter,5371,584,192,2.61,1323
2023-09-02 02:40:18.906101,CMP006,Twitter,3901,257,376,3.04,542
2023-09-03 02:40:18.906101,CMP006,Twitter,9639,725,396,4.94,1855
2023-09-04 02:40:18.906101,CMP006,Twitter,7757,138,371,1.48,1444
2023-09-05 02:40:18.906101,CMP006,Twitter,4167,487,124,2.25,958
2023-09-06 02:40:18.906101,CMP006,Twitter,6885,578,398,0.97,439
2023-09-07 02:40:18.906101,CMP006,Twitter,9741,279,210,3.1,428
2023-09-08 02:40:18.906101,CMP006,Twitter,9734,473,403,3.44,794
2023-09-09 02:40:18.906101,CMP006,Twitter,3723,405,114,2.34,1114
2023-09-10 02:40:18.906101,CMP006,Twitter,7592,470,374,3.07,1880
2023-09-11 02:40:18.906101,CMP006,Twitter,1167,589,440,0.77,830
2023-09-12 02:40:18.906101,CMP006,Twitter,7929,181,472,3.15,1788
2023-09-13 02:40:18.906101,CMP006,Twitter,7709,108,77,3.44,1264
2023-09-14 02:40:18.906101,CMP006,Twitter,2959,378,167,1.41,699
2023-09-15 02:40:18.906101,CMP006,Twitter,3979,263,294,4.55,1831
2023-09-16 02:40:18.906101,CMP006,Twitter,7157,821,402,0.87,1710
2023-09-17 02:40:18.906101,CMP006,Twitter,9258,290,276,3.69,1241
2023-09-18 02:40:18.906101,CMP006,Twitter,3331,673,253,3.9,363
2023-09-19 02:40:18.906101,CMP006,Twitter,9043,884,112,0.92,1553
2023-09-20 02:40:18.906101,CMP006,Twitter,5356,294,120,2.95,439
2023-09-21 02:40:18.906101,CMP006,Twitter,2361,353,249,0.55,782
2023-09-22 02:40:18.906101,CMP006,Twitter,7270,130,450,3.56,1423
2023-09-23 02:40:18.906101,CMP006,Twitter,6261,649,174,2.88,1947
2023-09-24 02:40:18.906101,CMP006,Twitter,2395,419,279,4.64,736
2023-09-25 02:40:18.906101,CMP006,Twitter,9360,345,400,4.33,1125
2023-09-26 02:40:18.906101,CMP006,Twitter,4029,553,262,3.14,1967
2023-09-27 02:40:18.906101,CMP006,Twitter,3809,586,96,3.23,273
2023-09-28 02:40:18.906101,CMP006,Twitter,2407,251,55,2.05,581
2023-09-29 02:40:18.906101,CMP006,Twitter,7566,279,330,3.72,505
2023-09-30 02:40:18.906101,CMP006,Twitter,6836,391,282,0.29,1936
2023-10-01 02:40:18.906101,CMP006,Twitter,1593,166,196,0.89,1628
2023-10-02 02:40:18.906101,CMP006,Twitter,2899,366,402,0.72,516
2023-10-03 02:40:18.906101,CMP006,Twitter,7254,290,64,3.49,310
2023-10-04 02:40:18.906101,CMP006,Twitter,5572,240,206,0.22,487
2023-10-05 02:40:18.906101,CMP006,Twitter,1430,561,408,4.21,1061
2023-10-06 02:40:18.906101,CMP006,Twitter,1169,186,498,1.08,723
2023-10-07 02:40:18.906101,CMP006,Twitter,4651,756,178,4.86,510
2023-10-08 02:40:18.906101,CMP006,Twitter,3259,672,71,4.33,591
2023-10-09 02:40:18.906101,CMP006,Twitter,3712,759,453,2.2,1461
2023-10-10 02:40:18.906101,CMP006,Twitter,5725,737,310,4.78,1376
2023-10-11 02:40:18.906101,CMP006,Twitter,2162,184,492,1.22,1059
2023-10-12 02:40:18.906101,CMP006,Twitter,6618,281,208,2.7,770
2023-10-13 02:40:18.906101,CMP006,Twitter,5999,573,257,1.29,709
2023-10-14 02:40:18.906101,CMP006,Twitter,6662,669,190,2.84,541
2023-10-15 02:40:18.906101,CMP006,Twitter,9316,570,352,4.14,1914
2023-10-16 02:40:18.906101,CMP006,Twitter,5078,205,55,0.21,1652
2023-10-17 02:40:18.906101,CMP006,Twitter,1806,833,311,3.12,879
2023-10-18 02:40:18.906101,CMP006,Twitter,6476,756,296,3.7,1704
2023-10-19 02:40:18.906101,CMP006,Twitter,3875,774,297,3.74,655
2023-10-20 02:40:18.906101,CMP006,Twitter,1020,261,372,1.76,607
2023-10-21 02:40:18.906101,CMP006,Twitter,3963,710,417,0.16,226
2023-10-22 02:40:18.906101,CMP006,Twitter,3137,126,470,2.36,1800
2023-10-23 02:40:18.906101,CMP006,Twitter,4656,859,323,4.95,1508
2023-10-24 02:40:18.906101,CMP006,Twitter,4977,333,222,2.06,522
2023-10-25 02:40:18.906101,CMP006,Twitter,4044,267,479,1.68,1954
2023-10-26 02:40:18.906101,CMP006,Twitter,9552,751,216,2.6,874
2023-10-27 02:40:18.906101,CMP006,Twitter,5392,567,464,1.52,1438
2023-10-28 02:40:18.906101,CMP006,Twitter,7120,706,154,2.69,1347
2023-10-29 02:40:18.906101,CMP006,Twitter,6179,567,50,2.84,285
2023-10-30 02:40:18.906101,CMP006,Twitter,3728,727,209,0.66,1992
2023-10-31 02:40:18.906101,CMP006,Twitter,9770,741,102,3.99,337
2023-11-01 02:40:18.906101,CMP006,Twitter,1791,249,282,2.71,298
2023-11-02 02:40:18.906101,CMP006,Twitter,9546,759,470,3.14,1592
2023-11-03 02:40:18.906101,CMP006,Twitter,5156,515,186,4.0,607
2023-11-04 02:40:18.906101,CMP006,Twitter,2796,538,90,3.29,1086
2023-11-05 02:40:18.906101,CMP006,Twitter,1294,590,279,0.63,1034
2023-11-06 02:40:18.906101,CMP006,Twitter,7723,190,91,2.36,1303
2023-11-07 02:40:18.906101,CMP006,Twitter,9403,690,58,4.83,1275
2023-11-08 02:40:18.906101,CMP006,Twitter,3974,901,115,2.27,404
2023-11-09 02:40:18.906101,CMP006,Twitter,9639,983,319,4.87,400
2023-11-10 02:40:18.906101,CMP006,Twitter,5015,130,369,1.99,505
2023-11-11 02:40:18.906101,CMP006,Twitter,1473,722,259,1.56,1022
2023-11-12 02:40:18.906101,CMP006,Twitter,7480,430,91,3.36,678
2023-11-13 02:40:18.906101,CMP006,Twitter,3289,989,148,3.27,1855
2023-11-14 02:40:18.906101,CMP006,Twitter,9919,110,330,4.76,946
2023-11-15 02:40:18.906101,CMP006,Twitter,3871,539,278,0.99,675
2023-11-16 02:40:18.906101,CMP006,Twitter,4398,223,413,0.59,493
2023-11-17 02:40:18.906101,CMP006,Twitter,6496,303,123,4.01,1694
2023-11-18 02:40:18.906101,CMP006,Twitter,7097,729,278,4.52,1649
2023-11-19 02:40:18.906101,CMP006,Twitter,1083,845,360,3.72,626
2023-11-20 02:40:18.906101,CMP006,Twitter,2029,668,305,4.05,1730
2023-11-21 02:40:18.906101,CMP006,Twitter,7361,409,436,0.26,994
2023-11-22 02:40:18.906101,CMP006,Twitter,2784,190,337,2.55,297
2023-11-23 02:40:18.906101,CMP006,Twitter,2053,204,214,0.47,544
2023-11-24 02:40:18.906101,CMP006,Twitter,9375,560,302,2.76,510
2023-11-25 02:40:18.906101,CMP006,Twitter,5300,989,128,1.08,490
2023-11-26 02:40:18.906101,CMP006,Twitter,5826,956,183,4.23,932
2023-11-27 02:40:18.906101,CMP006,Twitter,2619,316,488,4.59,1288
2023-11-28 02:40:18.906101,CMP006,Twitter,9441,902,136,2.17,1348
2023-11-29 02:40:18.906101,CMP006,Twitter,4059,892,324,2.4,737
2023-11-30 02:40:18.906101,CMP006,Twitter,4396,319,211,3.36,1539
2023-12-01 02:40:18.906101,CMP006,Twitter,2216,777,310,3.48,1256
